Achieve-ratio,Achieve,Adj-ratio,Adj,Adverb-ratio,Adverb,Affect-ratio,Affect,Affiliation-ratio,Affiliation,Anger-ratio,Anger,Anx-ratio,Anx,Article-ratio,Article,Assent-ratio,Assent,AuthorityVice-ratio,Authority Vice,AuthorityVirtue-ratio,Authority Virtue,Auxverb-ratio,Auxverb,BT-none-USD,Bio-ratio,Bio,Body-ratio,Body,CERT dummycode,Genre (Primary),Country (primary),Net Positive Ratio,IMDB URL,Harm-ratio,Fairness-ratio,Ingroup-ratio,Authority-ratio,Purity-ratio,Dummy-1001 Book,Dummy-Guardian List,Dummy-AFC 1998,Dummy-AFC 2007,Dummy-SS 2012,Dummy-WGA 2005,List of Lists Score,Cause-ratio,Cause,Certain-ratio,Certain,CogProc-ratio,Cog Proc,Compare-ratio,Compare,Conj-ratio,Conj,Death-ratio,Death,Differ-ratio,Differ,Discrep-ratio,Discrep,Drives-ratio,Drives,FairnessVice-ratio,Fairness Vice,FairnessVirtue-ratio,Fairness Virtue,Family-ratio,Family,Feel-ratio,Feel,Female-ratio,Female,Filler-ratio,Filler,FocusFuture-ratio,Focus Future,FocusPast-ratio,Focus Past,FocusPresent-ratio,Focus Present,Friend-ratio,Friend,Function-ratio,Function,GR-usa-USD,GR-worldwide-USD,HarmVice-ratio,Harm Vice,HarmVirtue-ratio,Harm Virtue,Health-ratio,Health,Hear-ratio,Hear,Home-ratio,Home,I-ratio,ID Subtitle File,ID Subtitle,I,Informal-ratio,Informal,Ingest-ratio,Ingest,IngroupVice-ratio,Ingroup Vice,IngroupVirtue-ratio,Ingroup Virtue,Insight-ratio,Insight,Interrog-ratio,Interrog,Ipron-ratio,Ipron,Leisure-ratio,Leisure,Male-ratio,Male,Money-ratio,Money,MoralityGeneral-ratio,Morality General,Motion-ratio,Motion,Movie ID,Movie Imdb ID,Movie Name,Movie Year,Negate-ratio,Negate,Negative-ratio,Negative,Negemo-ratio,Negemo,Netspeak-ratio,Netspeak,Nonflu-ratio,Nonflu,Number-ratio,Number,OW-usa-USD,OW-worldwide-USD,Percept-ratio,Percept,Posemo-ratio,Posemo,Positive-ratio,Positive,Power-ratio,Power,Ppron-ratio,Ppron,Prep-ratio,Prep,PrimaryGenre dummycoded,Pronoun-ratio,Pronoun,PurityVice-ratio,Purity Vice,PurityVirtue-ratio,Purity Virtue,Quant-ratio,Quant,RT-usa-USD,RT-worldwide-USD,Relativ-ratio,Relativ,Relig-ratio,Relig,Reward-ratio,Reward,Risk-ratio,Risk,Sad-ratio,Sad,See-ratio,See,Sexual-ratio,Sexual,SheHe-ratio,She He,Social-ratio,Social,Space-ratio,Space,Sub Actual CD,SubDownloadsCnt 1,Sub Downloads Cnt,Sub Format,Sub Language ID,Sub Sum CD,Swear-ratio,Swear,Tentat-ratio,Tentat,They-ratio,They,Time-ratio,Time,TotalWords 1,Total Words,USAany 1 other 0,USAonly 1 other 0,User Rank,Verb-ratio,Verb,WG-usa-USD,We-ratio,We,Work-ratio,Work,Released in Decade,You-ratio,You,Action,Actors,Adult,Adventure,Alternate Title,Animation,Awards,Biography,Cert-Argentina,Cert-Australasia,Cert-Australia,Cert-Austria,Cert-Belgium,Cert-Brazil,Cert-Canada,Cert-Chile,Cert-China,Cert-Colombia,Cert-Cyprus,Cert-Czech-Republic,Cert-Denmark,Cert-Finland,Cert-France,Cert-Germany,Cert-Greece,Cert-Hong-Kong,Cert-Hungary,Cert-Iceland,Cert-India,Cert-Indonesia,Cert-Iran,Cert-Ireland,Cert-Israel,Cert-Italy,Cert-Japan,Cert-Luxembourg,Cert-Malaysia,Cert-Malta,Cert-Mexico,Cert-Netherlands,Cert-New-Zealand,Cert-Norway,Cert-Peru,Cert-Philippines,Cert-Poland,Cert-Portugal,Cert-Puerto-Rico,Cert-Romania,Cert-Russia,Cert-Singapore,Cert-Slovakia,Cert-South-Africa,Cert-South-Korea,Cert-Soviet-Union,Cert-Spain,Cert-Sweden,Cert-Switzerland,Cert-Taiwan,Cert-Thailand,Cert-Turkey,Cert-Uk,Cert-Usa,Cert-Venezuela,Cert-West-Germany,Comedy,country (GenresAndFinanceAndCertsAndSent),Country,Crime,Director,Documentary,Drama,Errors,Family1,Fantasy,Genre1,Genre2,Genre3,Genre,History,Horror,idtransform1,idtransform2,imdb_id (GenresAndFinanceAndCertsAndSent),Imdb Id,Imdb Rating,Imdb Signature,Imdb Votes,Included In 1001 Book,Included In Guardian List,Language,Made For,Metascore,Music,Musical,Mystery,News,Plot,Plot Summary,Poster,Random Number,Rank Afc 1998,Rank Afc 2007,Rank Ss 2012,Rank Wga 2005,Rated,Rating Dist,Rating Rank,Rating Votes,Released,Romance,Running Time,Running Time Comment,Runtime,Short,Sport,Thriller,Title,Type,War,Western,Wikipedia Url,Writer,Year
0.005149,24,0.038189,178,0.039262,183,0.057069,266,0.021026,98,0.0118,55,0.003862,18,0.061789,288,0.003218,15,0,0,0.004291,20,0.096975,452,250000,0.031753,148,0.014375,67,7,Adventure,France,-0.022527,http://www.imdb.com/title/tt0062480,0.002574,0.001073,0.001502,0.004291,0.001931,1,0,0,0,0,0,1,0.011156,52,0.015018,70,0.086891,405,0.009869,46,0.044197,206,0.005578,26,0.026818,125,0.013946,65,0.069298,323,0,0,0.001073,5,0.006651,31,0.00708,33,0.017378,81,0.000858,4,0.021455,100,0.046342,216,0.112637,525,0.001287,6,0.506544,2361,,,0.002145,10,0.000429,2,0.006436,30,0.014589,68,0.003862,18,0.052135,1953268926,4722656,243,0.01652,77,0.006865,32,0.000644,3,0.000858,4,0.018022,84,0.019524,91,0.052135,243,0.011585,54,0.024458,114,0.005149,24,0.003647,17,0.024029,112,1315,62480,Week End,1967,0.02596,121,0.057498,268,0.030895,144,0,0,0.002575,12,0.011371,53,,,0.034971,163,0.025316,118,0.034971,163,0.027462,128,0.13452,627,0.101909,475,11,0.18687,871,0.001716,8,0.000215,1,0.012229,57,,,0.139026,648,0.004076,19,0.013946,65,0.006007,28,0.00472,22,0.012015,56,0.005364,25,0.031109,145,0.133019,620,0.068869,321,1,149,149,srt,eng,1,0.009225,43,0.017378,81,0.005149,24,0.048273,225,4661,4661,0,0,gold member,0.188801,880,,0.009011,42,0.006651,31,1960s,0.037116,173,0,"Mireille Darc, Jean Yanne, Jean-Pierre Kalfon, Karl Marx",0,1,Week End,0,1 win & 3 nominations.,0,16,,ma15,,,,,,,,,,,k-16,,,,,,,,,,,,vm18,,,,,,18,,,,,,m,,,,,,,,,18,15,16,,,,x,not,,18,1,"France,Italy","France, Italy",0,Jean-Luc Godard,0,1,,0,0,adventure,comedy,drama,"Adventure, Comedy, Drama",0,0,62480,62480,tt0062480,tt0062480,7.4,Week End (1967),9717,TRUE,,French,,N/A,0,0,0,0,"A supposedly idyllic week-end trip to the countryside turns into a never-ending nightmare of traffic jams, revolution, cannibalism and murder as French bourgeois society starts to collapse ...",,http://ia.media-imdb.com/images/M/MV5BMTcyNDQ2MzY0MF5BMl5BanBnXkFtZTcwMTYxNDM0OA@@._V1_SX300.jpg,0.093028952,,,,,NOT RATED,11111,7.4,8698,9/27/68,0,105,,105 min,0,0,0,Weekend,movie,0,0,,Jean-Luc Godard,1967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy,Czechoslovakia,,http://www.imdb.com/title/tt0061781,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960s,,,,"Jan Vostrcil, Josef Seb__nek, Josef Valnoha, Frantisek Debelka",,,"Firemen's Ball, The (Hori, ma panenko)",,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Czechoslovakia, Italy",,Milos Forman,,,,,,,,,"Comedy, Drama",,,,,,tt0061781,7.7,,6371,TRUE,,Czech,,N/A,,,,,The volunteer fire department in a small town is having a big party when the ex-boss of the department celebrates his 86th birthday. The whole town is invited but things don't go as planned...,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzE1ODIwNjY5OV5BMl5BanBnXkFtZTgwMjA0MzM1MTE@._V1_SX300.jpg,,,,,,NOT RATED,,,,9/29/68,,,,71 min,,,,The Firemen's Ball,,,,,"Milos Forman (screenplay), Jaroslav Papousek (screenplay), Ivan Passer (screenplay), V__clav Sasek (story)",1967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drama,Cuba,,http://www.imdb.com/title/tt0064609,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960s,,,,"Raquel Revuelta, Eslinda N___±ez, Adela Legr__, Eduardo Moure",,,Lucia,,1 win.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,,Humberto Sol__s,,,,,,,,,Drama,,,,,,tt0064609,7.3,,499,TRUE,,Spanish,,N/A,,,,,"Traces episodes in the lives of three Cuban women, each named Luc__a, from three different historical periods: the Cuban war of independence (with Spain), the 1930's, and the 1960's.",,https://images-na.ssl-images-amazon.com/images/M/MV5BNjA5MzI4MzI4MV5BMl5BanBnXkFtZTcwNTM3MjE5Mw@@._V1_SX300.jpg,,,,,,N/A,,,,10/1/68,,,,160 min,,,,Luc__a,,,,,"Julio Garc__a Espinosa, Nelson Rodr__guez, Humberto Sol__s",1968
0.008642,46,0.022168,118,0.047154,251,0.041894,223,0.016532,88,0.003006,16,0.001503,8,0.056735,302,0.00883,47,0,0,0.001503,8,0.099756,531,5500000,0.026489,141,0.006951,37,4,Action,USA,0.015593,http://www.imdb.com/title/tt0062765,0.006576,0.000376,0.000751,0.001503,0.000939,0,1,0,0,0,0,1,0.01315,70,0.014653,78,0.090175,480,0.008078,43,0.030622,163,0.004133,22,0.018223,97,0.015781,84,0.083787,446,0,0,0.000376,2,0.003382,18,0.002818,15,0.004884,26,0,0,0.015968,85,0.037761,201,0.139771,744,0.002067,11,0.485253,2583,42300873,,0.003382,18,0.003194,17,0.015968,85,0.006387,34,0.006763,36,0.04133,65550,51888,220,0.015029,80,0.003382,18,0,0,0.000751,4,0.018974,101,0.023671,126,0.052602,280,0.005636,30,0.042645,227,0.003757,20,0.003382,18,0.020665,110,4517,62765,Bullitt,1968,0.020101,107,0.021792,116,0.011084,59,0.002818,15,0.004133,22,0.012023,64,,,0.019162,102,0.030622,163,0.037385,199,0.037761,201,0.125681,669,0.103513,551,4,0.178283,949,0.000188,1,0.000751,4,0.017471,93,19000000,,0.131505,700,0.001315,7,0.018974,101,0.0062,33,0.003757,20,0.009957,53,0.000376,2,0.029683,158,0.135074,719,0.075709,403,1,504,504,srt,eng,1,0.001127,6,0.018223,97,0.005636,30,0.037385,199,5323,5323,1,1,gold member,0.192185,1023,,0.01052,56,0.022356,119,1960s,0.038512,205,1,"Steve McQueen, Robert Vaughn, Jacqueline Bisset, Don Gordon",0,0,Bullitt,0,Won 1 Oscar. Another 6 wins & 9 nominations.,0,atp,,pg,,,14,14a,,,,,,,k-16,,,,,,12,,,,12,,,g,,,,,,m,16,,,,m,,,,pg,,pg,,,,15,,,,,aa,pg,,16,0,USA,USA,1,Peter Yates,0,0,,0,0,action,crime,mystery,"Action, Crime, Mystery",0,0,62765,62765,tt0062765,tt0062765,7.5,Bullitt (1968),46569,,TRUE,English,,N/A,0,0,1,0,"An all guts, no glory San Francisco cop becomes determined to find the underworld kingpin that killed the witness in his protection.",,http://ia.media-imdb.com/images/M/MV5BZjg2Y2U0MmMtZjBmNS00MDczLTgwMzMtZjdhMDM2YzE5MjBiXkEyXkFqcGdeQXVyMzIzNDU3NDE@._V1_SX300.jpg,0.325084189,,,,,PG,12311,7.5,42097,10/17/68,0,114,,114 min,0,0,0,Bullitt,movie,0,0,,"Alan Trustman (screenplay), Harry Kleiner (screenplay), Robert L. Fish (novel)",1968
0.012303,147,0.028959,346,0.051975,621,0.062939,752,0.031135,372,0.009709,116,0.001925,23,0.046368,554,0.003264,39,0.000921,11,0.004771,57,0.138852,1659,,0.019501,233,0.006445,77,4,Biography,UK,0.007114,http://www.imdb.com/title/tt0063227,0.006947,0.000586,0.00159,0.005692,0.001256,0,0,0,0,0,1,1,0.016153,193,0.023351,279,0.126967,1517,0.011132,133,0.056997,681,0.005775,69,0.035403,423,0.0231,276,0.0847,1012,0,0,0.000586,7,0.012554,150,0.006445,77,0.012722,152,0.000167,2,0.024356,291,0.043689,522,0.172832,2065,0.001925,23,0.599263,7160,22276975,,0.004771,57,0.002176,26,0.005105,61,0.005357,64,0.002343,28,0.086207,1953718477,5176745,1030,0.010797,129,0.00226,27,0.000753,9,0.000837,10,0.024272,290,0.027703,331,0.061433,734,0.003934,47,0.035571,425,0.003599,43,0.003683,44,0.019166,229,14490,63227,The Lion in Winter,1968,0.038165,456,0.042518,508,0.023267,278,0.000335,4,0.00544,65,0.00996,119,,,0.023016,275,0.039253,469,0.049632,593,0.030047,359,0.19995,2389,0.091312,1091,10,0.261466,3124,0.00067,8,0.000586,7,0.018162,217,6400000,,0.112906,1349,0.007616,91,0.015065,180,0.00544,65,0.006696,80,0.010378,124,0.000921,11,0.02377,284,0.178607,2134,0.048711,582,1,143,143,srt,eng,1,0.002762,33,0.022514,269,0.004185,50,0.04779,571,11948,11948,1,0,trusted,0.244895,2926,,0.015651,187,0.006696,80,1960s,0.070137,838,0,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle",0,0,"Lion In Winter, The",0,Won 3 Oscars. Another 12 wins & 18 nominations.,1,13,,pg,,,,pg,,,,,,,k-12,,16,,,,16,,,,,,,,,,,,18,,,,,,m,,,,pg,,,,,,11,,,,,12,pg,,12,0,"UK,USA","UK, USA",0,Anthony Harvey,0,1,,0,0,biography,drama,history,"Biography, Drama, History",1,0,63227,63227,tt0063227,tt0063227,8.1,The Lion in Winter (1968),23319,,,English,,N/A,0,0,0,0,"1183 AD: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTc2Nzg5N15BMl5BanBnXkFtZTcwMDE2NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",0.219749411,,,,71,PG,1222,8.2,21512,10/30/68,0,"134,UK:137",70 mm version,134 min,0,0,0,The Lion in Winter,movie,0,0,,"James Goldman (screenplay), James Goldman (play)",1968
0.009087,76,0.028336,237,0.059541,498,0.038857,325,0.034672,290,0.007652,64,0.002989,25,0.057747,483,0.004543,38,0,0,0.002033,17,0.10043,840,114000,0.015065,126,0.004782,40,17,Drama,USA,-0.003108,http://www.imdb.com/title/tt0063350,0.007293,0,0.00287,0.002033,0.000956,1,0,0,0,0,0,1,0.010163,85,0.014825,124,0.096246,805,0.012195,102,0.045194,378,0.012076,101,0.021162,177,0.013271,111,0.095887,802,0,0,0,0,0.002272,19,0.004543,38,0.005619,47,0,0,0.01901,159,0.036107,302,0.140483,1175,0.001435,12,0.536585,4488,12000000,30000000,0.003348,28,0.003945,33,0.007413,62,0.011358,95,0.007652,64,0.026303,1952200785,3571789,220,0.018771,157,0.003109,26,0.000359,3,0.002511,21,0.02164,181,0.014825,124,0.064443,539,0.007293,61,0.010282,86,0.002152,18,0.002272,19,0.030846,258,584,63350,Night of the Living Dead,1968,0.017217,144,0.038737,324,0.018532,155,0.006456,54,0.00538,45,0.008967,75,,,0.026064,218,0.020086,168,0.035629,298,0.031923,267,0.097202,813,0.144548,1209,12,0.161645,1352,0.000239,2,0.000717,6,0.020206,169,1600000,,0.16045,1342,0.001315,11,0.018054,151,0.007174,60,0.001913,16,0.008847,74,0,0,0.008489,71,0.112147,938,0.091703,767,1,2937,2937,srt,eng,1,0.001076,9,0.02989,250,0.009445,79,0.043998,368,8364,8364,1,1,silver member,0.200383,1676,,0.028455,238,0.011956,100,1960s,0.02451,205,0,"Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman",0,0,Night of the Living Dead,0,1 win.,0,18,,r,,,,18,,,,,,,k-18,,16,,,,16,,,,18,,t,,,,,,18,r16,15,,r-18,,,,,,nc-16,,,18,,18,15,16,,,,x,unrated,,18,0,USA,USA,0,George A. Romero,0,0,,0,0,horror,,,"Drama, Horror, Mystery",0,1,63350,63350,tt0063350,tt0063350,8,Night of the Living Dead (1968),88456,TRUE,,English,,N/A,0,0,0,0,There is panic throughout the nation as the dead suddenly come back to life. The film follows a group of characters who barricade themselves in an old farmhouse in an attempt the remain safe from these flesh eating monsters.,,http://ia.media-imdb.com/images/M/MV5BMTQ2MjAxODUyNl5BMl5BanBnXkFtZTgwOTExMzUzMDE@._V1_SX300.jpg,0.837063161,,,,,UNRATED,1212,8,79864,10/31/68,0,96,,96 min,0,0,0,Night of the Living Dead,movie,0,0,,"John A. Russo (screenplay), George A. Romero (screenplay)",1968
0.011549,44,0.034908,133,0.048031,183,0.070341,268,0.03622,138,0.008924,34,0.0021,8,0.063517,242,0.003937,15,0,0,0.003675,14,0.100262,382,941000,0.021785,83,0.006824,26,4,Comedy,USA,0.011024,http://www.imdb.com/title/tt0063462,0.007612,0.000262,0.000787,0.003675,0.000787,1,0,0,0,0,1,2,0.011024,42,0.01706,65,0.079003,301,0.008399,32,0.035171,134,0.005249,20,0.015486,59,0.012336,47,0.096063,366,0,0,0.000262,1,0.006562,25,0.003412,13,0.004724,18,0.000525,2,0.019685,75,0.025984,99,0.152756,582,0.002887,11,0.495801,1889,111866,,0.006562,25,0.00105,4,0.005774,22,0.016535,63,0.00105,4,0.053018,1952116743,3499561,202,0.032546,124,0.008136,31,0,0,0.000787,3,0.017323,66,0.022835,87,0.05748,219,0.02126,81,0.020735,79,0.002362,9,0.007087,27,0.024409,93,14500,63462,The Producers,1967,0.021785,83,0.045144,172,0.025722,98,0.011286,43,0.015486,59,0.004462,17,6436,,0.034908,133,0.044357,169,0.056168,214,0.035696,136,0.127034,484,0.094226,359,2,0.184514,703,0.000525,2,0.000262,1,0.017323,66,,,0.126247,481,0.000787,3,0.015486,59,0.007874,30,0.006824,26,0.013386,51,0.000787,3,0.008661,33,0.14147,539,0.059843,228,1,630,630,srt,eng,2,0.000262,1,0.012598,48,0.004987,19,0.043307,165,3810,3810,1,1,vip member,0.204462,779,10728,0.019948,76,0.012336,47,1960s,0.04042,154,0,"Estelle Winwood, Ren_©e Taylor, David Patch, William Hickey",0,0,"Producers, The",0,Won 1 Oscar. Another 2 wins & 5 nominations.,0,13,,pg,,,16,14a,,,,,,,k-12,u,,,,,l,,,,g,,,,,,,,al,pg,12,,,,,,,,pg,,,15,,13,11,,,,,a,pg,,12,1,USA,USA,0,Mel Brooks,0,0,,0,0,comedy,,,Comedy,0,0,63462,63462,tt0063462,tt0063462,7.7,The Producers (1967),40081,TRUE,,"English, German",,97,0,0,0,0,Producers Max Bialystock and Leo Bloom make money by producing a sure-fire flop.,,http://ia.media-imdb.com/images/M/MV5BMjYxNzUxNzE1Ml5BMl5BanBnXkFtZTYwNDYxMzA5._V1_SX300.jpg,0.853975378,,,,79,PG,2211,7.7,36618,11/10/68,0,88,,88 min,0,0,0,The Producers,movie,0,0,,Mel Brooks,1967
0.005616,30,0.038937,208,0.067952,363,0.059715,319,0.040809,218,0.008049,43,0.002808,15,0.053912,288,0.005803,31,0.000562,3,0.002246,12,0.139086,743,,0.021902,117,0.007301,39,11,Drama,Sweden,-0.000749,http://www.imdb.com/title/tt0063611,0.004118,0,0.002808,0.002808,0.001685,1,0,0,0,0,0,1,0.010296,55,0.012542,67,0.111194,594,0.012729,68,0.043429,232,0.002995,16,0.032198,172,0.018158,97,0.088356,472,0,0,0,0,0.00468,25,0.007113,38,0.007862,42,0.000374,2,0.027518,147,0.046799,250,0.18289,977,0.001123,6,0.61082,3263,,,0.002808,15,0.00131,7,0.007301,39,0.013104,70,0.005054,27,0.063085,281213,213987,337,0.011606,62,0.006177,33,0.000936,5,0.001872,10,0.023961,128,0.022651,121,0.065144,348,0.011793,63,0.013291,71,0.008049,43,0.00599,32,0.030326,162,1274,63611,Skammen,1968,0.042306,226,0.040996,219,0.026207,140,0,0,0.001685,9,0.007675,41,,,0.0307,164,0.032759,175,0.040247,215,0.023399,125,0.172033,919,0.099214,530,1,0.237177,1267,0.000562,3,0.001123,6,0.017409,93,,,0.138712,741,0.002434,13,0.015163,81,0.007113,38,0.007113,38,0.010296,55,0,0,0.014601,78,0.159865,854,0.052789,282,1,621,621,srt,eng,1,0.003931,21,0.028641,153,0.010109,54,0.058218,311,5342,5342,0,0,platinum member,0.249158,1331,,0.029203,156,0.010857,58,1960s,0.055036,294,0,"Liv Ullmann, Max von Sydow, Sigge F__rst, Gunnar Bj__rnstrand",0,0,Shame (Skammen),0,Nominated for 1 Golden Globe. Another 9 wins & 3 nominations.,0,16,,m,,,,,,,,,,,k-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,nc-16,,,,,,15,,,,,12,r,,,0,Sweden,Sweden,0,Ingmar Bergman,0,1,,0,0,drama,,,"Drama, War",0,0,63611,63611,tt0063611,tt0063611,8.1,Skammen (1968),8031,TRUE,,Swedish,,N/A,0,0,0,0,"Ingmar Bergman's psychological study of how humans react in a situation of war. The film takes place on Gotland, where invasion forces arrive.",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NzIwMzA0NV5BMl5BanBnXkFtZTYwMjU5NDE5._V1._CR0,50,258,424_UX182_CR0,0,182,268_AL_.jpg",0.038093651,,,,,R,1222,8,7148,12/23/68,0,103,,103 min,0,0,0,Shame,movie,0,0,,Ingmar Bergman,1968
0.005668,42,0.041026,304,0.051282,380,0.064912,481,0.032794,243,0.009582,71,0.002429,18,0.058165,431,0.006343,47,0.000135,1,0.00081,6,0.104588,775,300000,0.024022,178,0.009042,67,7,Crime,France,0.006208,http://www.imdb.com/title/tt0059592,0.005398,0.00054,0.00081,0.000945,0.001215,1,0,0,0,1,0,2,0.010256,76,0.020783,154,0.106343,788,0.012281,91,0.047233,350,0.006073,45,0.027395,203,0.011876,88,0.071255,528,0,0,0.00054,4,0.005938,44,0.008502,63,0.012821,95,0.000405,3,0.019163,142,0.045344,336,0.146424,1085,0.001619,12,0.547233,4055,,,0.003914,29,0.001484,11,0.006613,49,0.012011,89,0.003779,28,0.065182,2698,2211,483,0.01552,115,0.002699,20,0.00027,2,0.00054,4,0.025776,191,0.025101,186,0.065452,485,0.011876,88,0.024022,178,0.006748,50,0.002294,17,0.025236,187,1310,59592,Pierrot le fou,1965,0.02942,218,0.038866,288,0.024966,185,0.001484,11,0.004184,31,0.009987,74,,,0.037787,280,0.038731,287,0.045074,334,0.019163,142,0.152901,1133,0.109987,815,5,0.218489,1619,0.000945,7,0.00027,2,0.020648,153,,,0.138192,1024,0.001619,12,0.011066,82,0.005263,39,0.006613,49,0.01498,111,0.00135,10,0.022672,168,0.145209,1076,0.066937,496,1,782,782,srt,eng,1,0.003239,24,0.020378,151,0.007422,55,0.049393,366,7410,7410,0,0,gold member,0.211066,1564,,0.019298,143,0.007287,54,1960s,0.038327,284,0,"Jean-Paul Belmondo, Anna Karina, Graziella Galvani",0,0,Pierrot le Fou (Pierrot Goes Wild),0,Nominated for 1 BAFTA Film Award. Another 1 win & 1 nomination.,0,13,,m,,,,,,,,,,,k-16,,,,,,,,,,,,,,,,,,14,r18,,,,,m,,,,,,,,,,15,,,,,a,not,,16,0,"France,Italy","France, Italy",1,Jean-Luc Godard,0,1,,0,0,crime,drama,romance,"Crime, Drama, Romance",0,0,59592,59592,tt0059592,tt0059592,7.7,Pierrot le fou (1965),19579,TRUE,,"French, English, Italian",,N/A,0,0,0,0,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0OTc4MDcxMl5BMl5BanBnXkFtZTgwNjIzMjA0NzE@._V1_UY268_CR8,0,182,268_AL_.jpg",0.059660822,,,42,,NOT RATED,1212,7.7,16568,1/8/69,1,110,,110 min,0,0,0,Pierrot le Fou,movie,0,0,,Jean-Luc Godard,1965
0.013126,165,0.03922,493,0.047494,597,0.047653,599,0.029674,373,0.013365,168,0.002864,36,0.091567,1151,0.001432,18,0.000557,7,0.003341,42,0.090135,1133,,0.007239,91,0.002546,32,7,Documentary,USA,-0.001353,http://www.imdb.com/title/tt0064482,0.009786,0.001352,0.00708,0.003898,0.000716,1,0,0,0,0,0,1,0.016388,206,0.013922,175,0.103421,1300,0.021002,264,0.061734,776,0.005489,69,0.029674,373,0.01257,158,0.094511,1188,0.000159,2,0.001193,15,0.001114,14,0.00366,46,0.00175,22,8.00E-05,1,0.010342,130,0.056802,714,0.079952,1005,0.001352,17,0.552267,6942,,,0.007558,95,0.002228,28,0.002784,35,0.005489,69,0.001193,15,0.015672,235549,175581,197,0.009706,122,0.001671,21,0.001273,16,0.005807,73,0.019968,251,0.018138,228,0.061973,779,0.002784,35,0.01424,179,0.003739,47,0.001989,25,0.019411,244,10064,64482,In the Year of the Pig,1968,0.015911,200,0.038823,488,0.021798,274,0.003103,39,0.004932,62,0.011854,149,,,0.015831,199,0.024503,308,0.03747,471,0.042323,532,0.074622,938,0.142959,1797,17,0.136675,1718,0.000159,2,0.000557,7,0.021161,266,,,0.137868,1733,0.002705,34,0.010581,133,0.005648,71,0.00183,23,0.006126,77,0.000239,3,0.011297,142,0.104455,1313,0.081782,1028,1,222,222,srt,eng,1,0.000159,2,0.024344,306,0.017184,216,0.038504,484,12570,12570,1,1,platinum member,0.151154,1900,,0.021082,265,0.024105,303,1960s,0.009467,119,0,"Harry S. Ashmore, Daniel Berrigan, Joseph Buttinger, William R. Corson",0,0,In the Year of the Pig,0,N/A,0,,,,,,,,,,,,,,k-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not,,,0,USA,USA,0,Emile de Antonio,1,0,,0,0,documentary,war,,"Documentary, War",0,0,64482,64482,tt0064482,tt0064482,7.7,In the Year of the Pig (1968),1108,TRUE,,English,,N/A,0,0,0,0,"Produced at the height of the Vietnam War, Emile de Antonio's Oscar-nominated 1968 documentary chronicles the war's historical roots. With palpable outrage, De Antonio (Point of Order, ...",,http://ia.media-imdb.com/images/M/MV5BMTgzMjc1NTE3N15BMl5BanBnXkFtZTcwMjMzNzAzMQ@@._V1_SX300.jpg,0.803627447,,,,,NOT RATED,1211,7.7,1047,2/26/69,0,"Sweden:101,USA:103",,103 min,0,0,0,In the Year of the Pig,movie,1,0,,N/A,1968
